Max cost, Total cost, Insurer, Utility, Ratepayer
87.8597178809532, 210.619165610889, -3.00149626415302, 16.622158139195, 196.998503735847
900.812929280189, 1670.24515425616, 523.28732271307, 10.0, 1136.95783154309
6979.24574107167, 11163.4231385819, 1770.24596215226, 276.553936499008, 9116.62323993065
5158.84001206164, 10150.188234892, 1256.86752397376, 366.877628564133, 8526.4430823541
2672.91010834015, 3495.38259769746, 750.093537304425, 149.654817811627, 2595.63424258141
137.242925861612, 406.197413652312, 84.7016961963325, 36.7940212596468, 284.701696196332
36.2439505076187, 76.9568598452086, -64.2562273296486, 5.46931450450578, 135.743772670351
385.632321736665, 765.391472238804, 273.526493164706, 18.3384859093914, 473.526493164707
5418.36690230057, 8326.51482625476, 1299.56176230639, 230.95121996707, 6796.0018439813
329.320830301859, 476.08911912667, 143.044559563335, -10.0, 343.044559563335
161.730136731424, 309.996465257905, 51.2698476456728, 7.45676996655891, 251.269847645673
10.8303267414876, 30.5401322045328, -79.5848366292562, -10.2901945369548, 120.415163370744
289.317615651907, 647.434855245355, 208.717427622678, 30.0, 408.717427622678
3943.47692307153, 5298.07720334137, 1024.65689060668, 150.070772874462, 4123.34953986023
1390.88831237359, 1830.05609824398, 619.583892935195, 10.0, 1200.47220530878
1074.15961319862, 1190.28948147986, 458.943803817418, 8.24226064640363, 723.103417016035
88.3668796721876, 218.126808424799, -5.93659578760049, 30.0, 194.0634042124
266.097039268806, 400.246990317043, 101.705153430552, -3.16331654406099, 301.705153430552
251.855907972641, 505.071732952314, 147.535866476157, 10.0, 347.535866476157
717.377796845123, 1200.8422132231, 482.291493996264, 36.2592252305717, 682.291493996264
